,ASVs,Kingdom,Phylum,Class,Order,Family,Genus,Taxonomy
ASV_2278,ASV_2278,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Conexibacteraceae,g__Conexibacter,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter
ASV_2280,ASV_2280,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__NA;g__NA
ASV_2282,ASV_2282,k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales,f__Armatimonadaceae,g__Armatimonas/Armatimonadetes_gp1,k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1
ASV_2284,ASV_2284,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae_1,g__Paenibacillus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus
ASV_2285,ASV_2285,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Geminicoccaceae,g__Geminicoccus,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Geminicoccaceae;g__Geminicoccus
ASV_2286,ASV_2286,k__Bacteria,p__Proteobacteria,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__NA;o__NA;f__NA;g__NA
ASV_2287,ASV_2287,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Proteiniclasticum,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Proteiniclasticum
ASV_2288,ASV_2288,k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales,f__Armatimonadaceae,g__Armatimonas/Armatimonadetes_gp1,k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1
ASV_2290,ASV_2290,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium
ASV_2291,ASV_2291,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acidisoma,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisoma
ASV_2292,ASV_2292,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter
ASV_2293,ASV_2293,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,o__Gp16,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp16;o__Gp16;f__NA;g__NA
ASV_2294,ASV_2294,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Enhydrobacter,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter
ASV_2295,ASV_2295,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__NA
ASV_2297,ASV_2297,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Cellulosilyticum,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum
ASV_2299,ASV_2299,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma
ASV_2301,ASV_2301,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythrobacter,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter
ASV_2302,ASV_2302,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Solirubrobacter,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter
ASV_2304,ASV_2304,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Loigolactobacillus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Loigolactobacillus
ASV_2306,ASV_2306,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Iamiaceae,g__NA,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__NA
ASV_2308,ASV_2308,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__NA
ASV_2309,ASV_2309,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__NA;g__NA
ASV_2310,ASV_2310,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Immundisolibacterales,f__Immundisolibacteraceae,g__Immundisolibacter,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;g__Immundisolibacter
ASV_2312,ASV_2312,k__Bacteria,p__Chloroflexi,c__Thermomicrobia,o__Sphaerobacterales,f__Sphaerobacteraceae,g__NA,k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;g__NA
ASV_2314,ASV_2314,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Aetherobacter,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Aetherobacter
ASV_2316,ASV_2316,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__NA,g__NA,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__NA;g__NA
ASV_2317,ASV_2317,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__NA;g__NA
ASV_2319,ASV_2319,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__NA,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__NA
ASV_2321,ASV_2321,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__NA,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA
ASV_2322,ASV_2322,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus
ASV_2323,ASV_2323,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,o__Gp6,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp6;o__Gp6;f__NA;g__NA
ASV_2326,ASV_2326,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA
ASV_2328,ASV_2328,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA
ASV_2329,ASV_2329,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Thermoactinomycetaceae_1,g__Thermoactinomyces,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae_1;g__Thermoactinomyces
ASV_2331,ASV_2331,k__Bacteria,p__candidate_division_WPS-1,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__candidate_division_WPS-1;c__NA;o__NA;f__NA;g__NA
ASV_2333,ASV_2333,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium
ASV_2335,ASV_2335,k__Bacteria,p__Proteobacteria,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__NA;o__NA;f__NA;g__NA
ASV_2336,ASV_2336,k__Bacteria,p__Candidatus_Saccharibacteria,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Candidatus_Saccharibacteria;c__NA;o__NA;f__NA;g__NA
ASV_2337,ASV_2337,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geomonas,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geomonas
ASV_2339,ASV_2339,k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales,f__Armatimonadaceae,g__Armatimonas/Armatimonadetes_gp1,k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1
ASV_2340,ASV_2340,k__Bacteria,p__Actinobacteria,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Actinobacteria;c__NA;o__NA;f__NA;g__NA
ASV_2343,ASV_2343,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma
ASV_2344,ASV_2344,k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,o__NA,f__NA,g__NA,k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__NA;f__NA;g__NA
ASV_2345,ASV_2345,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__NA
ASV_2348,ASV_2348,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Patulibacteraceae,g__Patulibacter,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter
ASV_2351,ASV_2351,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__NA,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA
ASV_2352,ASV_2352,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium
ASV_2356,ASV_2356,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__NA;g__NA
ASV_2357,ASV_2357,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA
ASV_2358,ASV_2358,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium
ASV_2359,ASV_2359,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma
ASV_2360,ASV_2360,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Jeotgalicoccus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus
ASV_2362,ASV_2362,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Clostridium_sensu_stricto,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto
ASV_2363,ASV_2363,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia
ASV_2364,ASV_2364,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__NA,k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__NA
ASV_2366,ASV_2366,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA
ASV_2368,ASV_2368,k__Bacteria,p__Bacteroidetes,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Bacteroidetes;c__NA;o__NA;f__NA;g__NA
ASV_2369,ASV_2369,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA
ASV_2370,ASV_2370,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
ASV_2371,ASV_2371,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__NA,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__NA
ASV_2372,ASV_2372,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio
ASV_2373,ASV_2373,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella
ASV_2374,ASV_2374,k__Bacteria,p__Abditibacteriota,c__Abditibacteria,o__Abditibacteriales,f__Abditibacteriaceae,g__Abditibacterium,k__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium
